# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType
ENSG00000198468	FLVCR1-AS1	processed_transcript
ENSG00000198483	ANKRD35	protein_coding
ENSG00000198492	YTHDF2	protein_coding
ENSG00000198520	C1orf228	protein_coding
ENSG00000198570	RD3	protein_coding
ENSG00000198574	SH2D1B	protein_coding
ENSG00000198601	OR2M2	protein_coding
ENSG00000198625	MDM4	protein_coding
ENSG00000198626	RYR2	protein_coding
ENSG00000198658	FAM108A3P	pseudogene
ENSG00000198691	ABCA4	protein_coding
ENSG00000198700	IPO9	protein_coding
ENSG00000198703	OR10R3P	pseudogene
ENSG00000198711	C1orf191	protein_coding
ENSG00000198715	C1orf85	protein_coding
ENSG00000198734	F5	protein_coding
ENSG00000198744	RP5-857K21.11.1	pseudogene
ENSG00000198746	GPATCH3	protein_coding
ENSG00000198754	OXCT2	protein_coding
ENSG00000198756	GLT25D2	protein_coding
ENSG00000198758	EPS8L3	protein_coding
ENSG00000198765	SYCP1	protein_coding
ENSG00000198771	RCSD1	protein_coding
ENSG00000198793	MTOR	protein_coding
ENSG00000198797	FAM5B	protein_coding
ENSG00000198799	LRIG2	protein_coding
ENSG00000198815	FOXJ3	protein_coding
ENSG00000198821	CD247	protein_coding
ENSG00000198830	HMGN2	protein_coding
ENSG00000198835	GJC2	protein_coding
ENSG00000198837	DENND4B	protein_coding
ENSG00000198841	KTI12	protein_coding
ENSG00000198842	DUSP27	protein_coding
ENSG00000198854	C1orf68	protein_coding
ENSG00000198857	HSD3BP5	pseudogene
ENSG00000198860	TSEN15	protein_coding
ENSG00000198890	PRMT6	protein_coding
ENSG00000198892	SHISA4	protein_coding
ENSG00000198912	C1orf174	protein_coding
ENSG00000198929	NOS1AP	protein_coding
ENSG00000198952	SMG5	protein_coding
ENSG00000198965	OR10R2	protein_coding
ENSG00000198967	OR10Z1	protein_coding
ENSG00000198974	MIR30E	miRNA
ENSG00000198976	MIR429	miRNA
ENSG00000199059	MIR135B	miRNA
ENSG00000199135	MIR101-1	miRNA
ENSG00000199240	RN5S46	rRNA
ENSG00000199241	Y_RNA	misc_RNA
ENSG00000199270	RN5S12	rRNA
ENSG00000199318	RN5S52	rRNA
ENSG00000199334	RN5S11	rRNA
ENSG00000199337	RN5S3	rRNA
ENSG00000199347	RNU5E-1	snRNA
ENSG00000199349	Y_RNA	misc_RNA
ENSG00000199352	RN5S1	rRNA
ENSG00000199377	RNU5F-1	snRNA
ENSG00000199385	U6	snRNA
ENSG00000199396	RN5S5	rRNA
ENSG00000199442	Y_RNA	misc_RNA
ENSG00000199459	Y_RNA	misc_RNA
ENSG00000199471	Y_RNA	misc_RNA
ENSG00000199554	U1	snRNA
ENSG00000199562	U6	snRNA
ENSG00000199565	Y_RNA	misc_RNA
ENSG00000199595	Y_RNA	misc_RNA
ENSG00000199666	U3	snoRNA
ENSG00000199672	U4	snRNA
ENSG00000199710	Y_RNA	misc_RNA
ENSG00000199756	Y_RNA	misc_RNA
ENSG00000199831	7SK	misc_RNA
ENSG00000199837	RN5S71	rRNA
ENSG00000199840	Y_RNA	misc_RNA
ENSG00000199849	RNU5F-6P	snRNA
ENSG00000199879	U1	snRNA
ENSG00000199890	Y_RNA	misc_RNA
ENSG00000199910	RN5S10	rRNA
ENSG00000199921	U6	snRNA
ENSG00000199934	SNORD81	snoRNA
ENSG00000199959	SNORA2	snoRNA
ENSG00000199963	U6	snRNA
ENSG00000200016	SNORD76	snoRNA
ENSG00000200033	U6	snRNA
ENSG00000200036	RN5S65	rRNA
ENSG00000200085	Y_RNA	misc_RNA
ENSG00000200087	SNORA73B	snoRNA
ENSG00000200139	U6	snRNA
ENSG00000200154	SNORD103A	snoRNA
ENSG00000200169	RNU5D-1	snRNA
ENSG00000200171	Y_RNA	misc_RNA
ENSG00000200174	Y_RNA	misc_RNA
ENSG00000200175	U6	snRNA
ENSG00000200181	SNORD85	snoRNA
ENSG00000200220	U6	snRNA
ENSG00000200254	U6	snRNA
ENSG00000200262	Y_RNA	misc_RNA
ENSG00000200327	RN5S62	rRNA
ENSG00000200343	RN5S8	rRNA
ENSG00000200344	Y_RNA	misc_RNA
ENSG00000200360	U6	snRNA
ENSG00000200370	RN5S17	rRNA
ENSG00000200381	RN5S4	rRNA
ENSG00000200403	U6	snRNA
ENSG00000200408	RN5S74	rRNA
ENSG00000200421	Y_RNA	misc_RNA
ENSG00000200495	U6	snRNA
ENSG00000200508	Y_RNA	misc_RNA
ENSG00000200536	SNORA25	snoRNA
ENSG00000200547	Y_RNA	misc_RNA
ENSG00000200575	U6	snRNA
ENSG00000200591	Y_RNA	misc_RNA
ENSG00000200601	RN5S50	rRNA
ENSG00000200624	RN5S6	rRNA
ENSG00000200674	7SK	misc_RNA
ENSG00000200710	SNORD81	snoRNA
ENSG00000200729	SNORD79	snoRNA
ENSG00000200755	RN5S68	rRNA
ENSG00000200759	U6	snRNA
ENSG00000200796	U6	snRNA
ENSG00000200800	U1	snRNA
ENSG00000200839	RN5S48	rRNA
ENSG00000200913	SNORD46	snoRNA
ENSG00000200942	U6	snRNA
ENSG00000200954	SNORD74	snoRNA
ENSG00000200972	RNU5A-8P	snRNA
ENSG00000200975	U1	snRNA
ENSG00000200982	Y_RNA	misc_RNA
ENSG00000201003	SNORA58	snoRNA
ENSG00000201028	U6	snRNA
ENSG00000201032	U6	snRNA
ENSG00000201103	U6	snRNA
ENSG00000201105	U1	snRNA
ENSG00000201114	Y_RNA	misc_RNA
ENSG00000201126	U6	snRNA
ENSG00000201129	SNORA58	snoRNA
ENSG00000201134	Y_RNA	misc_RNA
ENSG00000201135	U6	snRNA
ENSG00000201142	U1	snRNA
ENSG00000201148	RN5S42	rRNA
ENSG00000201153	U6	snRNA
ENSG00000201170	U1	snRNA
ENSG00000201183	U1	snRNA
ENSG00000201270	U6	snRNA
ENSG00000201273	U6	snRNA
ENSG00000201312	RN5S72	rRNA
ENSG00000201317	U4	snRNA
ENSG00000201321	RN5S9	rRNA
ENSG00000201347	RN5S69	rRNA
ENSG00000201355	RN5S14	rRNA
ENSG00000201405	Y_RNA	misc_RNA
ENSG00000201421	Y_RNA	misc_RNA
ENSG00000201448	SNORA63	snoRNA
ENSG00000201457	SNORA55	snoRNA
ENSG00000201487	SNORD45B	snoRNA
ENSG00000201491	U4	snRNA
ENSG00000201492	RN5S78	rRNA
ENSG00000201493	U1	snRNA
ENSG00000201542	SNORA62	snoRNA
ENSG00000201544	SNORA16B	snoRNA
ENSG00000201558	U1	snRNA
ENSG00000201588	RN5S2	rRNA
ENSG00000201596	Y_RNA	misc_RNA
ENSG00000201602	Y_RNA	misc_RNA
ENSG00000201608	U4	snRNA
ENSG00000201609	U4	snRNA
ENSG00000201614	U4	snRNA
ENSG00000201619	SNORA67	snoRNA
ENSG00000201620	RN5S51	rRNA
ENSG00000201638	RNY4P16	misc_RNA
ENSG00000201692	SNORD80	snoRNA
ENSG00000201699	U1	snRNA
ENSG00000201725	U6	snRNA
ENSG00000201746	U6	snRNA
ENSG00000201758	7SK	misc_RNA
ENSG00000201789	U6	snRNA
ENSG00000201791	SNORA63	snoRNA
ENSG00000201801	RNU5E-4P	snRNA
ENSG00000201808	SNORA73A	snoRNA
ENSG00000201868	Y_RNA	misc_RNA
ENSG00000201898	SNORA72	snoRNA
ENSG00000201900	Y_RNA	misc_RNA
ENSG00000201919	U6	snRNA
ENSG00000201925	RN5S15	rRNA
ENSG00000201944	SNORA72	snoRNA
ENSG00000201987	Y_RNA	misc_RNA
ENSG00000202025	U6	snRNA
ENSG00000202027	Y_RNA	misc_RNA
ENSG00000202031	SNORD38A	snoRNA
ENSG00000202041	Y_RNA	misc_RNA
ENSG00000202056	RN5S19	rRNA
ENSG00000202063	RN5S79	rRNA
ENSG00000202064	RNU1-12P	snRNA
ENSG00000202078	Y_RNA	misc_RNA
ENSG00000202079	Y_RNA	misc_RNA
ENSG00000202082	U6	snRNA
ENSG00000202107	SNORD103B	snoRNA
ENSG00000202129	RNY5P1	misc_RNA
ENSG00000202140	Y_RNA	misc_RNA
ENSG00000202167	U1	snRNA
ENSG00000202184	U6	snRNA
ENSG00000202222	Y_RNA	misc_RNA
ENSG00000202254	Y_RNA	misc_RNA
ENSG00000202257	RN5S16	rRNA
ENSG00000202259	U6	snRNA
ENSG00000202263	RN5S22	rRNA
ENSG00000202264	RN5S77	rRNA
ENSG00000202300	U6	snRNA
ENSG00000202329	U6	snRNA
ENSG00000202385	Y_RNA	misc_RNA
ENSG00000202394	SNORD47	snoRNA
ENSG00000202408	U1	snRNA
ENSG00000202415	7SK	misc_RNA
ENSG00000202444	RNU5E-6P	snRNA
ENSG00000202461	Y_RNA	misc_RNA
ENSG00000202491	U6	snRNA
ENSG00000202496	U1	snRNA
ENSG00000202498	SNORD116	snoRNA
ENSG00000202521	RN5S7	rRNA
ENSG00000202526	RN5S13	rRNA
ENSG00000202609	MIR488	miRNA
ENSG00000203257	AL691479.1	pseudogene
ENSG00000203260	AL356475.1	pseudogene
ENSG00000203276	AL353898.2	pseudogene
ENSG00000203288	RP11-98D18.9.1	antisense
ENSG00000203301	AL590822.1	protein_coding
ENSG00000203307	RP11-375H19.2.1	antisense
ENSG00000203325	RP11-277A4.4.1	antisense
ENSG00000203356	RP11-296A18.3.1	processed_transcript
ENSG00000203394	RP5-930J4.4.1	antisense
ENSG00000203469	RP5-1113E3.3.1	antisense
ENSG00000203589	RP5-886K2.1.1	pseudogene
ENSG00000203601	RP11-375F2.2.1	antisense
ENSG00000203605	RP11-335E6.2.1	lincRNA
ENSG00000203620	RP11-84A19.2.1	lincRNA
ENSG00000203661	OR2T5	protein_coding
ENSG00000203663	OR2L2	protein_coding
ENSG00000203664	OR2W5	pseudogene
ENSG00000203666	EFCAB2	protein_coding
ENSG00000203667	FAM36A	protein_coding
ENSG00000203668	CHML	protein_coding
ENSG00000203684	C1orf148	protein_coding
ENSG00000203685	C1orf95	protein_coding
ENSG00000203691	AC092811.1	protein_coding
ENSG00000203697	CAPN8	protein_coding
ENSG00000203705	TATDN3	protein_coding
ENSG00000203706	C1orf133	protein_coding
ENSG00000203709	C1orf132	protein_coding
ENSG00000203710	CR1	protein_coding
ENSG00000203721	C1orf98	protein_coding
ENSG00000203724	C1orf53	protein_coding
ENSG00000203729	LINC00272	lincRNA
ENSG00000203730	TEDDM1	protein_coding
ENSG00000203737	GPR52	protein_coding
ENSG00000203739	RP11-296O14.3.1	antisense
ENSG00000203740	METTL11B	protein_coding
ENSG00000203747	FCGR3A	protein_coding
ENSG00000203757	OR6K3	protein_coding
ENSG00000203758	OR10T1P	pseudogene
ENSG00000203761	RP11-243J18.3.1	pseudogene
ENSG00000203781	AL591704.9.1	pseudogene
ENSG00000203782	LOR	protein_coding
ENSG00000203783	PRR9	protein_coding
ENSG00000203784	LELP1	protein_coding
ENSG00000203785	SPRR2E	protein_coding
ENSG00000203786	KPRP	protein_coding
ENSG00000203804	C1orf138	protein_coding
ENSG00000203811	HIST2H3C	protein_coding
ENSG00000203812	HIST2H2AA4	protein_coding
ENSG00000203814	HIST2H2BF	protein_coding
ENSG00000203815	AL358813.2	protein_coding
ENSG00000203817	FAM72C	protein_coding
ENSG00000203818	HIST2H3PS2	protein_coding
ENSG00000203819	HIST2H2BD	pseudogene
ENSG00000203825	RP11-744H18.1.1	pseudogene
ENSG00000203827	NBPF16	protein_coding
ENSG00000203832	NBPF20	protein_coding
ENSG00000203835	FAM108A2	pseudogene
ENSG00000203836	NBPF24	protein_coding
ENSG00000203843	PFN1P2	pseudogene
ENSG00000203849	AL583842.6.1	processed_transcript
ENSG00000203852	HIST2H3A	protein_coding
ENSG00000203855	HSD3BP4	pseudogene
ENSG00000203857	HSD3B1	protein_coding
ENSG00000203858	HSD3BP2	pseudogene
ENSG00000203859	HSD3B2	protein_coding
ENSG00000203864	C1orf137	protein_coding
ENSG00000203865	ATP1A1OS	protein_coding
ENSG00000203878	RP11-165H20.1.1	pseudogene
ENSG00000203897	RP11-475E11.5.1	antisense
ENSG00000203910	C1orf146	protein_coding
ENSG00000203914	HSP90B3P	pseudogene
ENSG00000203943	SAMD13	protein_coding
ENSG00000203963	C1orf141	protein_coding
ENSG00000203965	EFCAB7	protein_coding
ENSG00000203985	LDLRAD1	protein_coding
ENSG00000203995	ZYG11A	protein_coding
ENSG00000204006	C1orf185	protein_coding
ENSG00000204018	RP11-543D5.3.1	protein_coding
ENSG00000204060	FOXO6	protein_coding
ENSG00000204084	INPP5B	protein_coding
ENSG00000204138	PHACTR4	protein_coding
ENSG00000204160	ZDHHC18	protein_coding
ENSG00000204178	TMEM57	protein_coding
ENSG00000204219	TCEA3	protein_coding
ENSG00000204362	RP11-380J14.1.1	lincRNA
ENSG00000204377	C1orf134	protein_coding
ENSG00000204464	C1orf195	protein_coding
ENSG00000204478	PRAMEF20	protein_coding
ENSG00000204479	PRAMEF17	protein_coding
ENSG00000204480	PRAMEF19	protein_coding
ENSG00000204481	PRAMEF14	protein_coding
ENSG00000204485	XX-FW84067D5.1.1	pseudogene
ENSG00000204486	PRAMEF21	protein_coding
ENSG00000204488	PRAMEF16	protein_coding
ENSG00000204491	PRAMEF18	protein_coding
ENSG00000204495	PRAMEF13	protein_coding
ENSG00000204501	PRAMEF9	protein_coding
ENSG00000204502	PRAMEF5	protein_coding
ENSG00000204503	PRAMEF3	protein_coding
ENSG00000204505	RP13-221M14.1.1	pseudogene
ENSG00000204508	PRAMEF22	protein_coding
ENSG00000204510	PRAMEF7	protein_coding
ENSG00000204513	PRAMEF11	protein_coding
ENSG00000204518	AADACL4	protein_coding
ENSG00000204624	PTCHD2	protein_coding
ENSG00000204859	ZBTB48	protein_coding
ENSG00000205090	TMEM240	protein_coding
ENSG00000205116	TMEM88B	protein_coding
ENSG00000205231	TTLL10-AS1	antisense
ENSG00000206585	RNU1-6	snRNA
ENSG00000206595	U6	snRNA
ENSG00000206607	SNORD44	snoRNA
ENSG00000206620	SNORD45C	snoRNA
ENSG00000206627	U6	snRNA
ENSG00000206635	U6	snRNA
ENSG00000206637	SNORA70	snoRNA
ENSG00000206640	Y_RNA	misc_RNA
ENSG00000206651	Y_RNA	misc_RNA
ENSG00000206652	RNU1-1	snRNA
ENSG00000206654	U6	snRNA
ENSG00000206659	Y_RNA	misc_RNA
ENSG00000206679	Y_RNA	misc_RNA
ENSG00000206680	SNORD21	snoRNA
ENSG00000206684	U6	snRNA
ENSG00000206692	Y_RNA	misc_RNA
ENSG00000206694	U1	snRNA
ENSG00000206700	U6	snRNA
ENSG00000206704	Y_RNA	misc_RNA
ENSG00000206737	RNU1-5	snRNA
ENSG00000206753	U6	snRNA
ENSG00000206762	U6	snRNA
ENSG00000206764	U6	snRNA
ENSG00000206767	U6	snRNA
ENSG00000206779	Y_RNA	misc_RNA
ENSG00000206791	U1	snRNA
ENSG00000206803	U6	snRNA
ENSG00000206817	Y_RNA	misc_RNA
ENSG00000206828	U1	snRNA
ENSG00000206832	RNU6V	snRNA
ENSG00000206835	U1	snRNA
ENSG00000206878	SNORA51	snoRNA
ENSG00000206880	U6	snRNA
ENSG00000206887	U6	snRNA
ENSG00000206888	U6	snRNA
ENSG00000206905	Y_RNA	misc_RNA
ENSG00000206921	U6	snRNA
ENSG00000206931	U6	snRNA
ENSG00000206935	U6	snRNA
ENSG00000206968	U1	snRNA
ENSG00000206980	U6	snRNA
ENSG00000206981	U6	snRNA
ENSG00000206990	Y_RNA	misc_RNA
ENSG00000206999	U6	snRNA
ENSG00000207005	RNU1-2	snRNA
ENSG00000207022	SNORA51	snoRNA
ENSG00000207039	Y_RNA	misc_RNA
ENSG00000207056	U1	snRNA
ENSG00000207070	SNORA16A	snoRNA
ENSG00000207080	Y_RNA	misc_RNA
ENSG00000207082	U6	snRNA
ENSG00000207095	U6	snRNA
ENSG00000207106	U1	snRNA
ENSG00000207108	Y_RNA	misc_RNA
ENSG00000207134	U6	snRNA
ENSG00000207139	Y_RNA	misc_RNA
ENSG00000207144	U6	snRNA
ENSG00000207149	U6	snRNA
ENSG00000207181	SNORA14B	snoRNA
ENSG00000207190	U6	snRNA
ENSG00000207194	U6	snRNA
ENSG00000207205	U1	snRNA
ENSG00000207209	Y_RNA	misc_RNA
ENSG00000207213	Y_RNA	misc_RNA
ENSG00000207234	U6	snRNA
ENSG00000207237	U6	snRNA
ENSG00000207241	SNORD45A	snoRNA
ENSG00000207256	U6	snRNA
ENSG00000207302	Y_RNA	misc_RNA
ENSG00000207311	SNORA61	snoRNA
ENSG00000207314	SNORA44	snoRNA
ENSG00000207321	U6	snRNA
ENSG00000207326	Y_RNA	misc_RNA
ENSG00000207328	U6	snRNA
ENSG00000207340	U1	snRNA
ENSG00000207341	RN5S64	rRNA
ENSG00000207349	U1	snRNA
ENSG00000207356	Y_RNA	misc_RNA
ENSG00000207379	Y_RNA	misc_RNA
ENSG00000207389	RNU1-4	snRNA
ENSG00000207418	RNU1-9	snRNA
ENSG00000207421	SNORD38B	snoRNA
ENSG00000207434	U6	snRNA
ENSG00000207451	U6	snRNA
ENSG00000207466	Y_RNA	misc_RNA
ENSG00000207472	RNU6-3	snRNA
ENSG00000207475	SNORA42	snoRNA
ENSG00000207491	U6	snRNA
ENSG00000207501	U1	snRNA
ENSG00000207502	SNORA42	snoRNA
ENSG00000207504	U6	snRNA
ENSG00000207508	U6	snRNA
ENSG00000207511	U6	snRNA
ENSG00000207513	RNU1-3	snRNA
ENSG00000207523	SNORA66	snoRNA
ENSG00000207590	MIR215	miRNA
ENSG00000207606	MIR554	miRNA
ENSG00000207607	MIR200A	miRNA
ENSG00000207623	MIR205	miRNA
ENSG00000207624	MIR194-1	miRNA
ENSG00000207709	MIR197	miRNA
ENSG00000207720	MIR555	miRNA
ENSG00000207721	MIR186	miRNA
ENSG00000207729	MIR556	miRNA
ENSG00000207730	MIR200B	miRNA
ENSG00000207750	MIR553	miRNA
ENSG00000207759	MIR181A1	miRNA
ENSG00000207776	MIR551A	miRNA
ENSG00000207790	MIR29B2	miRNA
ENSG00000207865	MIR34A	miRNA
ENSG00000207933	MIR9-1	miRNA
ENSG00000207941	MIR552	miRNA
ENSG00000207949	MIR214	miRNA
ENSG00000207958	MIR137	miRNA
ENSG00000207962	MIR30C1	miRNA
ENSG00000207966	MIR29C	miRNA
ENSG00000207974	MIR557	miRNA
ENSG00000207975	MIR181B1	miRNA
ENSG00000208011	MIR92B	miRNA
ENSG00000208024	MIR199A2	miRNA
ENSG00000208310	SNORD75	snoRNA
ENSG00000208313	SNORD77	snoRNA
ENSG00000208317	SNORD78	snoRNA
ENSG00000209804	RNU11	snRNA
ENSG00000211451	GNRHR2	protein_coding
ENSG00000211452	DIO1	protein_coding
ENSG00000211454	AKR7L	polymorphic_pseudogene
ENSG00000211525	BX323860.1	miRNA
ENSG00000211543	MIR320B1	miRNA
ENSG00000211554	AC096645.1	miRNA
ENSG00000211575	MIR760	miRNA
ENSG00000211581	MIR765	miRNA
ENSG00000212038	AL354946.1	miRNA
ENSG00000212039	AL592205.1	miRNA
ENSG00000212044	MIR548U	miRNA
ENSG00000212053	MIR548U	miRNA
ENSG00000212076	MIR761	miRNA
ENSG00000212086	AL390119.1	miRNA
ENSG00000212094	AC092765.1	miRNA
ENSG00000212144	U8	snoRNA
ENSG00000212157	U6	snRNA
ENSG00000212161	SNORD64	snoRNA
ENSG00000212174	Y_RNA	misc_RNA
ENSG00000212187	SNORA26	snoRNA
ENSG00000212205	Y_RNA	misc_RNA
ENSG00000212230	U6	snRNA
ENSG00000212237	RN5S18	rRNA
ENSG00000212248	U6	snRNA
ENSG00000212257	U6	snRNA
ENSG00000212266	SNORA40	snoRNA
ENSG00000212292	U6	snRNA
ENSG00000212308	RN5S23	rRNA
ENSG00000212338	SNORA67	snoRNA
ENSG00000212360	U6	snRNA
ENSG00000212366	U6	snRNA
ENSG00000212385	U6	snRNA
ENSG00000212398	U6	snRNA
ENSG00000212456	U1	snRNA
ENSG00000212459	U6	snRNA
ENSG00000212512	Y_RNA	misc_RNA
ENSG00000212527	RN5S63	rRNA
ENSG00000212538	U3	snoRNA
ENSG00000212541	U6	snRNA
ENSG00000212544	U1	snRNA
ENSG00000212601	RN5S53	rRNA
ENSG00000212610	U3	snoRNA
ENSG00000212624	SNORA26	snoRNA
ENSG00000212670	AL161915.1	protein_coding
ENSG00000212673	AL136115.1	protein_coding
ENSG00000212916	KIAA1383	protein_coding
ENSG00000213026	CFL1P4	pseudogene
ENSG00000213028	RP11-108F13.2.1	pseudogene
ENSG00000213029	SPHAR	protein_coding
ENSG00000213032	RP4-559A3.5.1	pseudogene
ENSG00000213033	AURKAPS1	pseudogene
ENSG00000213036	RP11-365D23.4.1	pseudogene
ENSG00000213041	RP11-383G10.3.1	pseudogene
ENSG00000213045	RP11-532L16.1.1	pseudogene
ENSG00000213046	EEF1A1P32	pseudogene
ENSG00000213047	DENND1B	protein_coding
ENSG00000213051	RP4-635A23.2.1	pseudogene
ENSG00000213057	C1orf220	protein_coding
ENSG00000213058	RP4-765C7.2.1	pseudogene
ENSG00000213060	RP4-612B18.3.1	pseudogene
ENSG00000213062	AL021068.1	pseudogene
ENSG00000213063	RP11-375F2.3.1	pseudogene
ENSG00000213064	SFT2D2	protein_coding
ENSG00000213068	RP11-277B15.1.1	pseudogene
ENSG00000213070	HMGB3P6	pseudogene
ENSG00000213075	RPL31P11	pseudogene
ENSG00000213080	RP11-312J18.5.1	pseudogene
ENSG00000213085	CCDC19	protein_coding
ENSG00000213088	DARC	protein_coding
ENSG00000213171	LINGO4	protein_coding
ENSG00000213172	RP1-228H13.2.1	pseudogene
ENSG00000213190	MLLT11	protein_coding
ENSG00000213224	RP5-998N21.8.1	pseudogene
ENSG00000213226	RP11-337C18.4.1	pseudogene
ENSG00000213240	NOTCH2NL	protein_coding
ENSG00000213244	RP11-439A17.2.1	pseudogene
ENSG00000213262	AL365331.2.1	pseudogene
ENSG00000213281	NRAS	protein_coding
ENSG00000213366	GSTM2	protein_coding
ENSG00000213421	RP11-84O12.2.1	pseudogene
ENSG00000213478	CFL1P2	pseudogene
ENSG00000213512	GBP7	protein_coding
ENSG00000213516	RBMXL1	protein_coding
ENSG00000213540	RP11-486G15.1.1	pseudogene
ENSG00000213559	RP11-115A15.3.1	pseudogene
ENSG00000213560	RP11-386I14.3.1	pseudogene
ENSG00000213561	RP11-386I14.2.1	pseudogene
ENSG00000213579	RP4-595K12.1.1	pseudogene
ENSG00000213625	LEPROT	protein_coding
ENSG00000213690	RP11-513D4.1.1	pseudogene
ENSG00000213703	RP5-849H19.2.1	pseudogene
ENSG00000213735	ANAPC10P1	pseudogene
ENSG00000213987	RP11-399E6.2.1	pseudogene
ENSG00000214114	MYCBP	protein_coding
ENSG00000214141	RP11-109P14.1.1	pseudogene
ENSG00000214144	RP11-488L18.1.1	pseudogene
ENSG00000214193	SH3D21	protein_coding
ENSG00000214204	RP11-485H8.2.1	pseudogene
ENSG00000214262	ANKRD36BP1	protein_coding
ENSG00000214796	RP11-480I12.5.1	pseudogene
ENSG00000214812	RP5-1053E7.3.1	pseudogene
ENSG00000214837	RP11-261C10.3.1	processed_transcript
ENSG00000214973	RP11-40H20.1.1	pseudogene
ENSG00000215014	AL645728.1	protein_coding
ENSG00000215149	RP11-371I1.1.1	pseudogene
ENSG00000215381	RP5-1057J7.1.1	pseudogene
ENSG00000215520	RP11-401M16.3.1	pseudogene
ENSG00000215695	RSC1A1	protein_coding
ENSG00000215704	CELA2B	protein_coding
ENSG00000215717	TMEM167B	protein_coding
ENSG00000215720	RP1-21O18.3.1	pseudogene
ENSG00000215784	FAM72D	protein_coding
ENSG00000215785	CFL1P6	pseudogene
ENSG00000215788	TNFRSF25	protein_coding
ENSG00000215790	SLC35E2	protein_coding
ENSG00000215791	AL645728.2	pseudogene
ENSG00000215795	RP11-488L18.3.1	pseudogene
ENSG00000215796	RP11-551G24.2.1	pseudogene
ENSG00000215800	RSL24D1P4	pseudogene
ENSG00000215802	RFKP1	pseudogene
ENSG00000215805	RP11-438O11.1.1	pseudogene
ENSG00000215808	RP11-371I1.2.1	processed_transcript
ENSG00000215811	RP5-915N17.9.1	protein_coding
ENSG00000215812	ZNF847P	pseudogene
ENSG00000215817	ZC3H11B	pseudogene
ENSG00000215819	KRT18P12	pseudogene
ENSG00000215833	RP5-968D22.2.1	pseudogene
ENSG00000215834	FMO9P	pseudogene
ENSG00000215835	RP11-7G12.2.1	pseudogene
ENSG00000215838	RP11-466F5.5.1	processed_transcript
ENSG00000215840	RP11-122G18.7.1	pseudogene
ENSG00000215845	TSTD1	protein_coding
ENSG00000215846	RP11-550P17.1.1	pseudogene
ENSG00000215853	RPTN	protein_coding
ENSG00000215857	AL138795.1	protein_coding
ENSG00000215859	RP6-74O6.2.1	processed_transcript
ENSG00000215860	PDZK1P1	pseudogene
ENSG00000215861	WI2-1896O14.1.1	pseudogene
ENSG00000215863	RP11-495P10.2.1	processed_transcript
ENSG00000215864	NBPF7	pseudogene
ENSG00000215866	RP11-426L16.8.1	processed_transcript
ENSG00000215867	RP4-773A18.2.1	pseudogene
ENSG00000215869	RP11-364B6.1.1	processed_transcript
ENSG00000215871	RP5-837M10.1.1	pseudogene
ENSG00000215873	FEN1P1	pseudogene
ENSG00000215874	CAPNS1P1	pseudogene
ENSG00000215875	ST13P20	pseudogene
ENSG00000215883	CYB5RL	protein_coding
ENSG00000215887	ZNF859P	pseudogene
ENSG00000215889	SKINTL	lincRNA
ENSG00000215893	RP4-635E8.1.1	pseudogene
ENSG00000215895	RP11-334L9.1.1	pseudogene
ENSG00000215897	ZBTB8B	protein_coding
ENSG00000215899	RP11-439L8.2.1	pseudogene
ENSG00000215900	SEPW1P	pseudogene
ENSG00000215902	AL353354.1	protein_coding
ENSG00000215905	RP11-4M23.7.1	pseudogene
